transactionId,senderBankId,receiverBankId,transactionDateTime,transactionAmount,transactionCurrency
cac477a5-40d7-4acd-ab1d-f7a40484c997,DE18 1273 2095 8001 9999 15,FR33 6765 2860 51WD CYE3 WDPH X93,2023-09-09T22:50:12Z,1978,Koruna
8db8dc06-27a2-4de9-9db7-560229a4fd37,FR09 6214 4177 357G DOZ6 48GG 043,LV36 SVUK XHJY GUTE 4ZDB Y,2023-02-13T00:59:38Z,6443,Yen
e18599e9-314e-4831-bb7c-f9010a950d91,SK39 8817 9553 4569 2131 7968,IE69 UYGE 6177 6083 9902 08,2023-11-22T20:33:27Z,2635,Euro
c59b3871-ef25-4780-9827-b101918849af,FR14 5476 8073 84PK RN79 7YN0 O14,MU73 LSNR 8204 9383 9984 2979 955O PQ,2023-04-11T16:43:55Z,5040,Peso
c44584aa-bb76-486d-93ed-30864da92b83,FR63 3081 5314 625Q X4WX XOCK Z55,NL41 DWSX 5312 8108 21,2023-07-23T13:35:25Z,2269,Yuan Renminbi
f61c136b-e0c6-4bb6-843b-92871b0ba612,MK23 162G B9VD JOTZ K76,FR22 3780 0379 11BE VNS4 LLPJ W70,2023-05-20T12:26:51Z,3539,Euro
0f02ab4e-acdd-4ef9-8cda-67c7a75a75ce,IE43 FPBH 6809 8171 2884 59,BH56 GLJQ KC9Y T6TI NWAP NO,2023-10-15T04:40:27Z,4700,Peso
100d40a4-25ee-4512-9c06-49b8d07ef9f3,CZ26 2154 4192 2812 1157 2397,LI24 0124 0UFH PSD6 TEYJ L,2023-09-23T18:08:57Z,8019,Tugrik
efeff635-8abd-43cb-8127-010f72cfc5b6,IL90 3626 3916 8641 2622 826,BH92 ZQSW TC3K AWML SRIU EO,2023-10-04T07:15:45Z,1089,Rial
a0d139e3-6433-412c-b991-5fa205892e49,FR49 3398 1144 33CC ENAQ GFOL 316,FR83 8570 4880 29AY VWYN 6BSB P55,2023-05-27T22:50:29Z,2733,Ruble
8a5c7d86-10aa-4baf-9f37-445d882a4fdb,RS25 7520 2579 7946 4214 10,PL94 3537 6233 1191 4372 2552 8333,2023-09-18T13:29:45Z,847,Euro
4aa2a208-f1b0-4e25-95a8-dc7204ec2231,NL82 OYHN 7083 4368 89,IT63 J312 4262 648F HLSI QMYY BG6,2023-07-29T10:35:59Z,8828,Krona
d5046513-638b-4865-8ebf-666872c01685,DE89 8099 6158 2949 6677 81,SE80 4915 3514 8634 3091 1190,2023-07-18T20:40:59Z,6553,Dollar
af073987-b682-40fb-b468-28d6d518968c,RS29 6060 3233 9086 1829 16,MC55 1590 7405 26MZ CZHN BXCO 518,2023-10-25T08:10:39Z,1553,Yuan Renminbi
39e1e9dc-1980-4d70-8e0a-43fb0110eccb,FR42 3667 4123 12TN 3TZV ULNT I65,FR59 4580 4150 31GZ IBEA TBXU S98,2023-02-12T09:24:47Z,8341,Koruna
1f59e3e0-02f7-40ca-b313-7aebec32c502,BE44 0585 2601 8829,RO81 OINH EZZX RYUO V9M1 PXEC,2023-07-06T06:26:54Z,3448,Lari
d5f43ce8-2020-4078-895c-40429f8547be,FR44 1144 2299 862Z 4GME IVEU B05,IE79 QGZJ 5713 1407 1953 66,2023-04-14T09:53:40Z,3523,Krona
c6ed002a-02dd-4597-a1b6-cc9c35a26b1c,BH79 TZVA 8B4N DBLU TOXJ LD,FO62 9835 3869 4960 71,2022-11-23T23:29:00Z,9167,Yuan Renminbi
2c462601-3f19-431e-8551-a4a2f37cb30f,IE23 GXJP 6788 6394 9528 48,MD18 3Z2P TZ4F FDCC ADQU EUS0,2023-02-11T07:20:28Z,8186,Franc
656f87dc-fccb-447b-971e-e461332c274f,FR88 3836 8800 95YU 52X1 TMZD J02,FR91 5974 8012 74CM VJDQ X87Y Z38,2023-10-04T13:58:05Z,1234,Ruble
17c1b7d5-aba6-47a8-8f3e-b032c5d6139a,KZ94 1582 HPQF RXE6 UMHZ,AE20 5673 7926 5800 4400 239,2022-12-08T12:06:50Z,1150,Euro
874ef90d-5792-40c8-a827-694ba72de17d,NL44 PIGJ 5053 4937 06,FR36 5196 0189 43PN AZVN ZDHC B74,2023-10-17T01:12:45Z,5054,Euro
431a3535-826f-468c-b996-4c947f6b22f3,HR98 0598 5891 7877 6068 9,FR11 7339 0753 6768 QF9C 90D9 J33,2023-05-15T13:26:48Z,7903,Yuan Renminbi
9b6ba7af-90f8-46ee-bee3-ecc32082376e,DE09 4692 2657 6182 3498 19,PK12 DFWG 6FBV HAZ6 6KY9 2TY9,2023-02-08T02:45:50Z,1859,Yuan Renminbi
a599dd1e-cfcb-403c-95dd-9c65e131ba9f,FR82 7615 3360 92NY XCMA OASJ 682,FR84 3228 8495 45WM ZPI9 UNBD Z54,2022-12-19T03:12:09Z,9946,Dollar
e15e7a9e-08d8-4c24-840e-c7e005a344f4,EE82 2697 6835 0218 7060,CR78 9991 8324 7644 7571 6,2022-12-29T13:57:35Z,4360,Euro
675f84ef-a501-434b-85c6-0a6ba1b6b39f,SE82 0526 8982 9736 9191 1016,TN40 5037 4784 2998 1893 9399,2023-02-23T19:09:47Z,7953,Peso
be3263b9-b4a5-483e-8c00-52380e12f0ec,AT68 6195 0517 4177 0596,FR47 1777 3096 44MT 3Y8Q TGVZ U78,2023-06-14T08:33:10Z,6037,Euro
9255ea00-601e-4bb7-a11f-e9e6ce0d56e0,AT77 5320 8763 3326 8112,CH97 8362 5EFP OG3C 59U3 S,2023-07-04T03:42:19Z,1341,Dram
be4d08bd-07d8-4fa6-8a9f-0c8e9791e636,SK32 1409 1144 6426 5862 7481,AD36 2437 3289 CNDP 3YPA ULJY,2023-05-02T01:10:07Z,804,Yuan Renminbi
d9f36afe-b269-432e-9acd-99474eafe9df,BG59 MNKN 9786 7455 G4RG JV,PL38 4447 0345 3004 2148 5075 3438,2023-06-05T12:26:36Z,4239,Naira
d9a18b9c-6ec2-409f-b70c-9fdbee8b6a7b,RS64 8140 5373 2937 3172 18,FR96 2997 0622 96U6 RCYM Y1US N61,2022-12-31T19:56:51Z,4199,Ruble
1536f3e1-185a-4ed8-a459-465e8158730f,FO72 5145 0756 7557 23,IL07 3576 7483 2923 2907 212,2023-05-02T17:56:41Z,4093,Dollar
28cb2804-2aae-4909-92da-8469628d4117,PK60 UHHE JCHT QHDB CYQE AETX,LV86 CYMK IFST LZLX 5T82 D,2023-05-10T08:02:56Z,5821,Peso
843069e1-23d6-4512-a81a-86043f104f16,LI02 5263 8JF0 WU0T 62NZ Y,LI24 7331 2BWM 2ZUI SLXK U,2023-01-06T19:57:04Z,5814,Euro
8deca8d0-cfe1-4447-856c-cf70733e5fdd,LB57 7534 2YJT FFDX 6KIT 0IAQ NFMU,VG63 GKGQ 9297 9918 6218 1271,2023-10-24T23:00:06Z,3522,Zloty
e6c518f3-598a-4ea7-8760-e637a2539d95,PL26 3356 9039 4138 2382 9126 2419,MC43 4910 9582 23NS K7JI AU6I X29,2023-09-03T19:48:44Z,826,Pound
f6efafd8-59c8-4441-aaee-4bc3321004c9,RS05 8202 0677 0547 7625 00,FR51 9438 2060 87NU KCJY 4RUY K39,2023-03-20T09:17:07Z,4895,Rupiah
773a095a-351a-401e-89c5-3412a4d050a7,PL74 2769 6799 4169 0671 4206 4737,FR32 1583 2227 695Y ZK5H IPQZ Y17,2023-09-11T11:38:27Z,8892,Afghani
29a06201-829a-42f5-9329-198da45c034f,FR16 9356 9739 23HZ HCUZ WWJZ J87,RS63 5220 1814 8769 5797 15,2023-06-13T09:25:08Z,4486,Hryvnia
aff0a178-bae1-40a8-99a9-f8a076340db6,LB66 6876 IV1D 9GWN HWLU BULT ETP8,HR16 3592 3672 5032 0226 7,2023-05-16T18:45:28Z,3051,Rupiah
28c4dd07-4d25-4955-94de-f7cc6f1cf25d,BA30 7401 0676 5502 7735,BA49 7903 8297 3893 1922,2023-11-14T17:25:38Z,3119,Sol
a4c74a31-f68e-49d1-aac2-6bb2da4ec6d8,AD92 5717 4553 5DJ4 9FAE LUSE,DE56 4307 7905 3765 9775 41,2023-11-03T01:11:29Z,3289,Rupiah
a132c159-ae0a-4a8e-aa45-29a6ef64c747,FR53 6151 2289 67KS KG6M BJ0J X92,BA96 9474 4495 2890 4872,2023-11-13T00:29:42Z,7327,Peso
f732f241-d150-4236-be4a-bc1050f657f6,CY29 1991 5972 MHWD Y3O0 WA6G UNXV,MK48 878S CWVF C82X T42,2022-11-29T00:07:00Z,7896,Sol
e6fee52f-3328-49c4-9a40-f2657aca8c00,PK93 VGBW BMIT 7PAT UH60 JKHL,GT93 NB8A WESP 77ZD QBH2 2UAC EEUL,2023-04-26T20:24:17Z,861,Franc
4fbd4019-15fc-46c5-84c0-e12104b0b77c,BH96 PEYX MGVI FZOZ IQAR KJ,MK66 868G Z1OU COD6 G90,2023-04-15T13:54:15Z,7458,Rupiah
474a1806-590b-4f94-a1c8-2ca5b7f6b353,FR27 4857 7899 99RE XG57 VM05 X23,DO19 4HNO 6350 6603 0800 0587 0126,2023-03-23T05:00:16Z,2389,Krona
b11080eb-362f-4a73-aad5-e416579de1d0,GR55 5342 4915 TAE7 ZNSG BEQH O8V,PS13 OUKR 5LDP RMOY NIFV G4BY 6TYI O,2023-03-10T19:35:33Z,4971,Yuan Renminbi
e2e1340b-ba2d-45ab-b29e-3773d45580cf,PT19 3409 6039 4818 6790 8328 7,FR73 7152 0835 50QV COQ2 PLFH X83,2023-06-28T15:15:31Z,6512,Dollar
8e35e578-eda7-4cd2-aace-e302f7d08b2e,TN48 8989 5521 3685 5238 6446,SE37 7363 8804 9174 7023 8050,2023-11-02T00:49:59Z,990,Rupiah
fce75d47-0de6-4fca-911d-af45d8c1afb5,PT91 7003 8881 3833 8126 0809 9,BE17 9422 9592 3786,2023-09-07T11:38:47Z,3606,Yuan Renminbi
d75f98aa-31cf-4360-b655-623d7acc4f9a,LB22 8821 9YWB GO93 Z3OH YGWF DHET,VG64 CETI 1370 3906 8126 0682,2023-07-28T16:07:35Z,5796,Rupee
d1bbbabc-7c34-4ef2-be20-01cf19eb9b8f,LT97 6757 2627 4631 3649,LT25 7457 1684 9232 3173,2023-08-06T21:24:05Z,2193,Yuan Renminbi
0dec363e-c401-412e-9f58-1d601058d950,GL16 9157 3334 4787 03,FR74 8729 5927 70TH R3OJ B1BE R88,2023-10-29T13:21:42Z,6067,Euro
f760fdc9-940b-4e8f-a5ac-d0bec411b0f3,PS23 XGGC SQHW RB5Y 6DHK ZEZQ XXPS K,FR68 8829 0252 45K1 S2XY CDAF C61,2023-01-25T17:51:19Z,4373,Ruble
fc90a553-3c35-4d1f-bde9-e86651cd9c3b,PT85 2105 9526 4480 4529 5755 1,MR57 5641 9812 9848 0169 1724 001,2023-08-27T11:19:57Z,7625,Rupiah
8f970caf-f0cc-4635-b05e-7566cc7d72e0,SE87 7119 6085 9818 1026 3576,TN70 1757 4432 8075 9474 4105,2023-06-20T17:05:04Z,6081,Krona
5b9353f0-b810-4cb8-add0-7d021ba0ad0b,RS17 2338 1563 3251 2653 35,FR58 6122 8472 83HN TJMO VYKS U97,2023-10-23T09:11:38Z,5737,Yuan Renminbi
11e53b62-9940-4334-ad5b-57b4344d3c07,FR28 3835 3348 32XT IPAV DTZR M62,RO15 LIYH MNSJ 0W5B ZOZM 9F4L,2023-08-09T11:15:47Z,1613,Dollar
9c2801a4-0711-4b63-b7da-849e34ce879b,KW52 SPYX PCYW JEOZ ZGSR T3UR FNN7 D2,PK10 CGQE XHPJ JP7X SMRK 6MD4,2023-03-11T15:22:28Z,135,Ruble
f42e0d04-5348-46f0-8e2d-5b197a476f09,MU62 YSWU 8216 4808 4604 8102 174G DG,ME97 8507 0303 3906 0302 83,2023-04-03T07:09:15Z,4366,Yuan Renminbi
897997b1-7f8d-4abf-a18e-351bcd4b9e7c,GL40 7411 1599 3971 73,SE52 2971 6448 4381 8910 9527,2023-07-15T12:05:38Z,7998,Pound
8ca9a0f9-8d3a-4bd3-ada7-c9f212884dcf,CR98 2803 1936 7479 6097 4,AZ83 NITW W49I RBT6 QPUI LGIT CPCH,2022-12-08T18:04:58Z,5752,Yen
150dac81-3d88-45c1-83f4-e9fa2e9ce36b,NO66 7367 2065 914,CY51 6158 4923 RG1Z 10JB PYLW KPTK,2022-11-24T09:57:41Z,2745,Rupiah
b20b44ac-cb6b-4bd0-bb35-90f85d5bd7db,KZ37 270S TUPN 5RNY GKJB,FR31 8548 7635 899I 1KBQ PQFJ X25,2023-04-21T00:12:38Z,6406,Dalasi
fe9d653c-dc62-4236-9c83-0ed07295fb4b,GL61 4612 8239 6771 91,AD03 5555 8382 V9YZ WNFK WSEU,2023-07-20T18:44:08Z,1852,Yuan Renminbi
77143d3d-678f-4bfb-9b8a-4ea74a2f3221,SE22 5897 1301 5624 0044 7595,IE46 ZLWM 7292 6954 3057 90,2023-06-18T23:36:13Z,4734,Yen
20b7f53f-6bc8-4196-878a-219b4d06a555,HR85 7837 8178 4220 6888 0,FR36 2012 6760 00TM YH5R MTZF V67,2023-09-30T19:29:25Z,8800,Yuan Renminbi
744edf30-006a-47ae-aefa-f09c2d7f8003,NO73 1233 1187 746,FR05 7466 3288 42X5 BKYD JFHG 543,2023-10-13T23:10:33Z,8755,Euro
c110e106-bf84-4ade-a5d3-7d746287caca,PL59 2159 2810 4804 0159 9817 1259,DO53 IXFS 6315 7040 8602 9821 6060,2023-06-18T17:43:31Z,9286,Marka
7640909f-ce5e-45e4-a9ba-f98971d245f8,SA66 219F FXTH 1QI4 TNM8 DESD,IL04 4475 1004 8143 9812 891,2023-06-17T14:24:28Z,19,Leone
83cb0f87-a0f1-41bc-88f1-23306371d48a,MC92 1666 1489 48YN XCKA QTMN Q29,FR37 5985 8826 92MA LBWR 0SMM A05,2023-05-06T08:46:04Z,6286,Euro
6a057b9f-df77-4678-98dd-068aad366d48,ES88 1400 6540 5706 7951 7215,GE92 RY90 3789 4179 1559 43,2023-09-07T19:09:58Z,5525,Krone
1a933b43-7f73-4b9c-8e81-9fffc3b51986,LT83 8100 2702 0889 1214,CR57 6881 7674 1387 2305 7,2023-01-02T07:54:37Z,3696,Euro
a6b7c67f-794a-49bc-b456-afcbcc1a7e6a,KW07 NSKO FGKA HXJ5 KKER YJSZ 2JK9 RT,LI21 5963 6KO9 LQ23 5UCW Y,2023-01-27T00:05:50Z,7510,Euro
b7c84ecd-dca7-4299-826e-d34e8c8be29a,FR90 8258 0979 01LA DQJL JYLF A13,MD38 AAO3 LF5W 8GZM CAMS F6EE,2023-10-21T15:27:28Z,1018,Boliviano
1f14f375-3aef-4b26-8bc2-261583a498b4,BA45 8020 1746 0605 7250,BE58 4587 2779 8539,2023-02-14T09:21:59Z,5875,Ruble
33d36c50-fa9f-4e44-a8e0-5a7e16158a36,MT76 WGTL 8529 7EOH CL4H RDJY OXLF KBW,IT33 R800 4479 451I 6OTZ 1ZB7 6XB,2023-03-15T18:03:21Z,4714,Euro
b386b330-6858-4908-8cbb-694f6cec9d29,FR61 9513 4585 21JA X4BD VBFC U50,FO65 2471 5465 8846 68,2023-02-28T18:37:58Z,423,Euro
f5e5ba80-ea06-4bdb-bbe7-519a500d311d,KZ72 4158 4NP6 EY1T XCKX,IS92 0106 2371 6697 5805 9980 20,2023-10-06T11:21:04Z,9609,Real
f46bbf81-5363-4fc4-9ab5-ae9f01a48c30,BG95 DQEV 5285 65HC E3XK OU,IE05 TVNC 4411 7186 8687 72,2023-09-23T22:03:56Z,8171,Ruble
21013ded-f126-4e63-9470-05cbb5422997,BR83 3067 3547 1805 6598 0682 986I N,FR23 7149 3333 674A 30HM V7MH L29,2023-05-19T07:34:50Z,2734,Euro
e9ca091f-db80-4bad-a4c5-2cf6775b7355,CY47 3105 0158 SMG7 WPJD FP2I BV5Y,PT73 1113 1600 7909 7244 8088 2,2023-07-22T19:06:30Z,5613,Real
667ccdfd-6c09-4b2b-a1af-f46f4d811a91,ES54 8541 9401 8992 9762 2191,FR73 8593 6642 59RU UWKR DLW2 T01,2023-04-10T05:42:11Z,5105,Peso
0534fd4c-1cae-410f-821f-91f8a51d4705,MC37 7536 9746 20PB 8KCG 6GDF 617,ES85 9589 1619 3081 9505 7387,2023-11-14T09:10:02Z,8787,Euro
f6e88108-36e2-4f12-9e13-383d435e6f10,DE73 7746 1681 1593 4953 99,GT41 6UL8 H0ZD TVVW GSZT I1QT 6KDN,2023-09-10T06:54:14Z,8590,Euro
06b997be-67a3-470f-9666-ec8bf79bdfc3,FO74 7692 6809 5190 57,VG64 ZKLO 8023 2716 4167 8609,2023-03-05T09:21:39Z,9998,Ruble
a1bad653-acd3-41e2-9acb-fc0e6c380f36,AD88 3746 6668 U0JL OXBR D7K9,LV02 RMVB T6DF 1P1O HELQ H,2023-05-09T03:29:58Z,6580,Yuan Renminbi
d59fb551-43c2-4973-9c9f-58f3ab19bebe,FR75 3445 6743 38RV GQT6 VNB1 105,ES43 4981 2922 0459 2657 0728,2023-08-08T09:41:01Z,7037,Yuan Renminbi
b43ffbb7-7973-471e-b81a-3a298ac8d725,SM60 I937 3526 463T GNDE WR1S TS4,MT56 TCSL 0108 3BLH BMAY 1EHL AP7O XQU,2023-03-13T00:21:08Z,4149,Ruble
c81c89a6-e71c-4a9c-89da-ec4602099505,BA69 7766 9299 3449 8943,MU32 TBKN 1136 6755 2499 4231 842A QV,2022-12-13T21:25:33Z,9644,Koruna
756343f6-1de2-4dea-a0f1-dfa5efb3e7e1,CY61 7510 3640 EIRY S0VV ZPON 5W24,AT68 6011 0676 8192 8700,2023-07-22T15:27:14Z,4368,Rupee
5604709d-b043-4145-80fb-cb122891d05c,AE32 1241 7409 2881 4281 177,LB58 4267 UIT8 RJBK LD20 EHHN BMRN,2023-07-29T11:36:10Z,2922,Yuan Renminbi
f9fea434-f132-46bd-8182-7a627a7f384d,AT38 6354 8590 8562 9363,MR44 7417 9762 6677 0135 8057 465,2023-09-16T14:19:47Z,5969,Ruble
a9b76794-3a35-4170-967e-c7d36e7b77bf,BE17 4057 8243 5650,BH43 CMHB BZKR WSOC KPPC LE,2023-11-12T02:17:28Z,7456,Yuan Renminbi
5289e857-b0f4-4bc3-8af9-e56d04079daf,LT66 7809 6889 4758 8859,IS47 9521 3495 1347 9149 4745 57,2023-08-09T12:16:45Z,6945,Peso
d557403b-2ed1-4fa8-9477-37cacce53fe2,ES94 8037 1702 1573 8780 1671,ME59 9089 7495 6860 8982 13,2023-05-10T02:15:45Z,8028,Krona
bd654e19-22d5-4e73-b980-e891bda35943,FR38 3225 4598 26YF DS7Q A5KX V52,AZ84 IWFI YQGA TREO W6YF UYWZ JLM8,2023-03-24T09:46:16Z,8084,Real
8250e1d3-9e78-4898-8b1e-24a11d9e9de8,CZ33 9380 0155 6306 6722 4040,AT38 4794 0608 9319 5121,2023-02-15T07:36:59Z,8156,Dollar
8f6b0115-b04e-452b-ac49-4bb9fa04e61c,AL69 4202 5732 GGHB R2ME P4EO HGSR,MT34 LWLG 1223 2CQC EFFC WYRE UT5O VG4,2023-06-21T19:21:18Z,5220,Ariary
f3b07304-f149-4564-9cd1-37ce7a496a7d,PL68 8940 5875 1168 3341 7711 4899,FR54 7669 9161 90AZ HL2I YSPO C82,2023-08-14T06:31:25Z,4510,Rupiah
f3b74b7b-757d-4c39-aa70-bce648a20c94,FR33 2000 5729 80EQ VWSX NJT2 Q35,PT65 2240 7238 0952 9401 6810 9,2023-06-02T14:38:28Z,61,Rupiah
f4583a98-7f7f-4caa-b4c7-d05843262440,ME18 3773 8352 6404 0304 74,GT92 BLZG 94K4 YYVJ 3V0Z ATGB NCIN,2023-07-12T00:32:33Z,8163,Dollar
8ca19f85-9d6e-4664-879a-21f458996b1b,AL54 2241 9721 SJL0 B3TZ 7DFS XTVU,NO14 4065 5942 401,2022-11-27T00:57:13Z,3130,Rupiah
64a08528-194a-4ea4-9c92-ab4d1e1973b9,HR83 2736 5271 0367 3212 5,FR72 6377 7468 47QO 6YDK BWDH G52,2023-01-06T11:54:05Z,2369,Rupiah
eda45998-db4f-4d42-a3b0-64046d659afb,CR95 6288 4370 9354 2467 6,NL30 UFDV 4085 5348 31,2022-11-27T02:39:57Z,3766,Rupiah
165475fc-12ce-4b16-8462-fe3af6a8d716,FI79 3751 1463 6646 82,FR06 3000 0696 48NN NXCE 0AWP A04,2023-05-19T21:09:05Z,6074,Euro
fbdb0cab-9c94-4d92-9162-21064650c115,CR53 8649 1391 2725 9330 3,BH79 AHUK 26RJ CYE2 R6ML TB,2023-08-12T10:52:26Z,8474,Dollar
b1d6d1f9-9131-4281-ad76-64d43b66a5d2,KW56 YHVD M4N1 CFN9 S18T F7R8 BJVE 5T,CY07 7963 2616 YYSY C0QJ KTCI B7JV,2023-08-20T23:04:11Z,2627,Peso
5d111d14-5777-4a2c-9399-8441348a1fb4,PS66 RTVC KH2F F0CV NREQ YZD7 EKRA 1,MC81 9714 0299 66GK UJLL VBRX 969,2023-01-16T05:35:18Z,7004,Rupiah
23fc43ea-86fa-4b20-8107-35618bb400d0,GR84 6538 062N XJYW CRPZ CBYL BHO,GT45 G1BL WS29 GPHL Y82S RN2U QDAM,2023-07-29T04:49:36Z,7280,Peso
84d7584c-aad6-445f-8982-19b930309d46,MD63 PYOQ AI5Y QO6S VHN2 CYMJ,SI45 1053 1961 1880 279,2023-06-30T07:29:44Z,9207,Euro
93c7b081-8870-4faa-946d-8c62587ac03c,TN60 0018 7002 3253 2852 2424,KW28 AJRC O0SL B0EV RCQA KZXV 4LOI 80,2023-05-27T14:25:30Z,8780,Hryvnia
02345861-be8e-4730-9d21-35bab50c1d76,IE41 FEZU 4350 6633 9856 27,PT89 7530 5306 1800 1929 0520 3,2023-05-28T17:58:37Z,3474,Rupiah
10149007-dcf5-493b-8c60-3600eaadd93a,LT67 6062 0680 2688 6650,CR13 5558 2127 7064 4049 2,2023-03-03T16:49:26Z,8582,Koruna
165da674-7d1a-4c0c-86bc-ef42cdde4afa,FR44 4819 8151 52EP XTBK O7IF W42,PL83 4676 2858 5765 0587 6941 9476,2023-07-04T07:15:31Z,6134,Rand
b5b370d5-860c-4820-a654-0f0836222fec,GT71 OYBV PVVH EFTQ SDVC JIV7 YWD1,PS39 UNUP 4MOH CMLI CKBR KJ0J KYXK 1,2023-04-11T05:49:32Z,9401,Euro
0ebcda75-66f2-4e78-ad36-abaa5a444fa4,FR42 3780 9834 52EJ ME4M JA1W I43,LV13 ORSX A5FO CWLX V9AK 3,2023-10-10T19:45:53Z,2997,Krona
18435c92-e4f2-46ec-a758-64ce3c97c62d,IS09 7943 2384 7881 3020 9745 22,NO42 8926 5741 532,2023-07-24T02:20:11Z,394,Rupiah
fb7e9995-f6f8-4289-a370-eb1da09da710,IT94 T630 1163 544Q MTLJ DZDB 2T2,EE66 8920 2809 5331 4611,2023-02-24T02:29:19Z,9024,Yuan Renminbi
1d0d149a-9755-4348-b80a-160c0af80ad4,LU43 348U KBM7 HAJT T0HL,LB89 7690 PPUM GLAU EEGT BDHA BHDD,2023-06-02T07:26:58Z,910,Peso
f1da458b-6d8d-41f1-bcef-7a9d6053a052,MT30 XXZA 1470 2CK0 HDKK GEOA FFNZ M6G,KW51 ISRF SVQN ALBY TC2T SBID UIN1 25,2023-10-25T08:07:44Z,3791,Dinar
2af67fed-95d2-449a-be9b-e550ebbec23b,RO30 OWIE 0USK KG0H PQOC 2BAQ,BA62 2839 0529 0302 4033,2022-11-23T12:19:32Z,3860,Yuan Renminbi
9dc0be41-4bf8-4c4c-a0f3-a4c7a06da84e,FR46 0739 1165 0489 ZDAY LLUC E78,IE16 BGMA 5418 1864 4155 58,2023-05-10T15:21:50Z,1588,Peso
961bfbab-24d6-414b-84cb-1d97a7c1813c,LB63 3549 ZSIO HJBZ TMXX KQRM LYFC,SA83 76SV AFYE WJSA DP5X TBS1,2023-05-04T15:39:45Z,6097,Dong
812b9486-86ea-4a92-b329-d934cde86c30,SM55 I717 8108 687H 4RZY AOPT ZBF,LI10 4928 5ZOJ R6GZ 9HUF E,2023-08-23T03:48:22Z,3058,Euro
d40921cd-4307-4ea1-8bcd-dccc5865fce9,AT19 5118 8262 4721 4990,SM29 L763 2939 647H QMXO 3HRG OGX,2023-05-16T12:16:22Z,7471,Rupiah
dc76ad9a-99e0-4fb4-8d0f-184c5137274c,TN03 7921 3372 2946 5977 6374,FR71 7310 1621 54OD KQTK G088 D62,2023-08-29T07:20:13Z,8776,Shekel
b0447e94-0de4-40aa-900d-ac1b5665fc8f,AZ82 SUAQ XF46 8C5C ZKZG LMCZ 2VYG,BR87 1171 8307 6401 1497 0371 389W Q,2023-08-06T14:00:53Z,4605,Pound
e7414f75-e2ca-41e2-b015-abd773091e3d,MU53 SBPX 8014 8490 8124 4830 664C WT,BA88 1381 8229 4791 9787,2023-01-05T01:15:46Z,1510,Rupiah
fab81d2c-4535-4e4b-b531-2ab133af4719,ES46 0988 5770 7074 6423 1731,ES71 7427 5331 6845 3222 7088,2023-03-06T03:08:48Z,1264,Yuan Renminbi
3c493fcc-4927-4575-b3a9-4d49071e6599,AT97 5182 0518 7123 8027,CH25 3942 8MVS MB2P IOG5 P,2023-01-05T21:41:48Z,5736,Peso
669ffe15-aad9-4fa3-bb52-6cf82bb96ade,BH06 TYBA 3JIS E47X MERF 6B,FR71 5813 0126 66ZM WFGP 6I3Y V97,2023-05-15T17:41:36Z,8363,Ruble
ab0837b2-ad11-47d5-b5fd-30f55d1f8118,PS08 OXKP SHIR QE09 QUUD LVPW AMGC W,FO49 9745 2896 5741 28,2023-08-29T00:36:05Z,3330,Franc
492ca186-e0cd-46ee-89b5-fbc1be16b0f3,MK71 0992 INVI WGMX W43,IS17 5041 2160 9674 0286 5747 69,2023-09-07T16:03:23Z,6380,Rupiah
4dd4a69c-9c9c-4198-865e-373041734b7b,IE53 VZIE 2213 3071 1181 63,FR77 7093 7836 19NI 2WCG JCJF 891,2023-11-22T06:58:14Z,1259,Dollar
4edb57f6-d672-4116-9faf-3725afe9deb8,KW46 ATZY ECKE JIXL ZAJE WJV2 5IIL MT,HU82 1611 5625 6124 7632 1976 5622,2023-01-16T06:55:17Z,5095,Rupiah
893726ce-8f19-49fb-96d9-a151fb99777c,IL35 6084 8823 6087 6295 734,LV37 IVCH ED4O 83AO BZAA 2,2023-03-02T20:06:15Z,3202,Yuan Renminbi
71904930-0827-495b-a988-3706575e2e5b,GE56 JQ58 5952 2256 4179 63,DO83 1OOK 6468 9830 2386 0470 6922,2023-06-12T20:12:26Z,9470,Koruna
b50d1042-e19d-4fc0-9278-90f6abb357b8,GE62 DU03 4222 2531 5453 49,TN89 1751 8255 4606 7588 4927,2023-08-27T12:18:21Z,1879,Dollar
7c63fc8d-4c1f-4ca3-a23f-96d0dbc022ba,MU75 EOVT 8416 7536 5242 3657 621Q KO,CR24 2536 6435 9898 5075 2,2023-11-14T03:11:18Z,8119,Ruble
e9f2a776-7233-4703-9f4d-4274df913ed0,TN85 8435 2912 1350 8091 0356,SM96 E989 4648 803T EFVA HVAM CVC,2023-05-05T05:16:51Z,5569,Peso
2bd40775-e5fc-4587-9f7e-6173ebfd3aa1,FR39 5320 3971 60ZD 8L9A LYS2 I27,SM67 J100 7083 886F YMO9 BNCZ MMJ,2023-07-22T09:02:11Z,9300,Yuan Renminbi
f90b979c-37d7-476d-b5fa-2ded71863e9b,MK78 5344 F2LR GKJK O04,RO36 YSJB B4SX GPZ1 IHBH BMW2,2023-08-17T16:21:03Z,6587,Rupiah
a676de2b-1119-48f4-949c-9bab04cb9768,PS82 KFDY 9K5H UXCV JCZQ 3XHH FWWS C,FO81 0948 2257 8878 04,2022-12-07T21:17:45Z,8118,Krona
